Hutsul,Ukrainian
Позволінє,Дозвіл На Звільнення
Поздихают,Згинуть
Поздихают,Подохнуть
Позичєла,Позичила
Позичєла,Заборгувала
Позички,Порічки
Позівати,Позіхати
Позначіти,Позначити
Покасовано,Ветовано
Покасовано,Заборонено
Покасовано,Зліквідовано
Покасовано,Скасовано
Покі,Спокій
Покладок,Зіпсуте Куряче Чи Перепелине Яйце
Покмітити,Догадатися
Покмітити,Відчути
Покмітити,Зауважити
Покомашнини,Закінчення Поминків
Поконечє,Кінець Орного Поля
Поконечє,Край Сіножатей
Покривульити,Кривити
Покривульити,Покривуляти
Покутє,Покуття
Покутувати,Спокутувати
Покушіти,Попробувати На Смак
Полагода,Ремонт
Поледиця,Ожеледа
Поледиця,Ожеледь
Пол'еки,Поляки
Поличман,Удар У Лице Чи В Шию
Половінь,Полум'я
Полонинцке,Полонинське
Полонинцкий,Полонинський
Полуденок,Обід
Полуднє,Полудень
Пополудни,В Другій Половині Дня
Полуднувати,Обідати
Полудньичне,Обіднє
Поляглий,Полеглий
Полярец,Бріфтачка
Помале,Поволі
Помали,Поступово
Поминтрожити,Побаламутити
Помогаї,Допомагає
Помогаї,Підмога
Пониволитилі,Поневолювачі
Пониж,Нижще
Пониж,Низ
Понизше,Внизу
Попийграти,Грати На Якомусь Музінструменті
Попіван,Піп Іван
Попіждати,Чекати
Попіль,Зола
Попруга,Кінська Упряж
Попсувати,Зіпсую
Попсувати,Пошкоджу
Попсуло,Зламалось
Порадімсьи,Порадьмося
Поратувати,Захистити
Порєдна,Гідна
Порєдна,Достойна
Порєдна,Порядна
Поріб'я,Грудинка
Поробляти,Чим Займатися?
Поробляти,Що Робити?
Поробляти,Що Робиш?
Поросєта,Поросята
Поросєта,Пацьита
Поросі,Паця
Поруби,Вирубки
Поруби,Зруби
Поручник,Старший Лейтенант
Порьидний Гуцул,Справжній Гуцул
Порьидний Гуцул,Корінний Гуцул
Посварєтци,Сваряться
Посварєтци,Затіють Сварку
Посидок,Вітцівщина
Посіданє,Володіння
Посіданє,Підвідомство
Послідні,Останні
Постарали Ся,Домоглися
Постарали Ся,Надбали
Постарали Ся,Придбали
По-Старовіцки,По-Старовинному
По-Старовіцки,По-Давньому
Постіль,Ліжко
Посьвідка,Посвідка
Потеребити,Подрібнити
Потеребити,Перетерти
Потє,Пташеня
Потє,Пташечка
Потичка,Розбійний Напад
Потичка,Сутичка
Потойбік,Потойбіч
Потоплєник,Втопленик
Потрєслаєс,Потрясла
Потрєслаєс,Витрясла
Пофалити,Похвалити
Пофторєти,Повторяти
Поучення,Повчання
Поучення,Напучення
Поучення,Поради
Похва,Віко Труни
Похибувало,Погано Вплинуло
Похибувало,Пошкодило
Похибувало,Забракувало
Похмилка,Похмілля
По-Христєнцки,По-Християнськи
Поцтива,Допитлива
Почеревина,Живіт
Почеревина,Черево
Почьовгати,Піти Тягнучи Ноги
Пошпануватиси,Напружитися
Пошпануватиси,Натужитися
Пошпануватиси,Піднатужитися
Пр-Пр-Пр; Пр-Р-Р; Пр-Р-Р-Ру!,Уживається Для Зупинення Коней
Правильник,Статут
Праник,Пряник
Прахтика,Практика
Праца,Праця
Праца,Робота
Працувати,Працювати
Працувати,Трудитися
Пращіта,Праправнуки
Предвіцька,Дуже Давня
Предід,Прадід
Прецінь,Бо Ж
Прецінь,Проте
Прецінь,Однак
Прєдиво,Повісмо
Прєжя,Пряжа
Прєтати,Накопичувати Щось
Привижєєси,Привиджається
Привижєєси,Привиджується
Привозє,Привозять
Пригаздоване,Надбане
Пригінчливе,Повне Несподіванок
Пригінчьливе,Небезпечне
Пригорьші,Жменя
Пригорьші,Пригорщі
Придибашки,Фіґлі
Прижиєси,Приживеться
Приїхує,Приїздить
Прй'итати,Ховати
Приклєкнути,Стати На Коліна
Приклікати,Ставати На Коліна
Прилука,Поляна Посеред Гірського Лісу
Прикурор,Посадовець Прокуратури
Прикучювати,Доставити Додому
